,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,C-ITS,LENGTH,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK
444319,4050488900,4050163600,4050163700,1,107,000,-,유수암로,0,0,0,50,0,0,0,0,49.686412413972,20230519,,,
444320,4050489500,4050140600,4050140400,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,77.889265574425,20230519,,,
444325,4050509200,4050172700,4050173100,1,107,000,-,평화로,0,0,0,50,0,0,0,0,668.066658369019,20230519,,,
444347,4060177600,4060062400,4060062100,2,107,000,-,대신로,0,0,0,50,0,0,0,0,732.774935064326,20230519,,,
444349,4060186500,4060080200,4060128200,1,107,000,-,하례망장포로,0,0,0,40,0,0,0,0,602.537727138012,20230519,,,
444350,4060193900,4060065400,4060065600,1,107,000,-,에듀시티로240번길,0,0,0,30,0,0,0,0,334.114987377303,20230519,,,
444351,4060200000,4060111100,4060110500,1,107,000,-,산방로,0,0,0,50,0,0,0,0,956.990538184145,20230519,,,
444953,4060462300,4060119800,4060120100,1,106,000,1135,지방도1135호선,0,0,1,50,0,0,0,0,316.376925308489,20230519,,,
445177,4050110400,4050043800,4050037900,1,107,000,-,오남로6길,0,0,0,40,0,0,0,0,366.674649441163,20230519,,,
445178,4050153000,4050051600,4050050700,1,107,000,-,태성로,0,0,0,50,0,0,0,0,240.071279885545,20230519,,,
445179,4050183903,4050078200,4050059900,3,107,000,-,동화로,0,0,0,50,0,0,0,0,256.671006615794,20230519,,,
445262,4060092100,4060035500,4060040300,1,107,000,-,동홍북로22번길,0,0,0,50,0,0,0,0,168.59447478024,20230519,,,
445322,4050128900,4050045000,4050043400,3,107,000,-,연북로,0,0,0,70,0,0,0,0,211.055549413641,20230519,,,
445325,4050438700,4050139700,4050140500,1,107,000,-,장원길,0,0,0,60,0,0,0,0,796.020622157442,20230519,,,
445327,4060037000,4060041900,4060004800,1,107,000,-,신동로,0,0,0,50,0,0,0,0,44.524811717785,20230519,,,
445334,4060266700,4060084700,4060084800,1,107,000,-,하천달산로,0,0,0,30,0,0,0,0,313.781124043836,20230519,,,
445335,4060468200,4060156600,4060156500,1,107,003,-,가시로,0,0,0,50,0,0,0,0,22.382200026189,20230519,,,
445391,4060446300,4060154000,4060154100,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,125.952611773331,20230519,,,
445711,4060223900,4060019301,4060076200,1,107,000,-,태평로353번길,0,0,0,50,0,0,0,0,57.795970948967,20230519,,,
445725,4060219100,4060002701,4060072900,1,107,000,-,하원로,0,0,0,40,0,0,0,0,215.563181248852,20230519,,,
445746,4060229900,4060006501,4060078600,1,107,000,-,중산간동로,0,0,0,40,0,0,0,0,123.411354173222,20230519,,,
445747,4060231700,4060078000,4060078100,1,107,000,-,동홍서로,0,0,0,30,0,0,0,0,126.264115501094,20230519,,,
445767,4060235700,4060065300,4060102700,1,107,000,-,에듀시티로228번길,0,0,0,30,0,0,0,0,155.867384687326,20230519,,,
445892,4050328400,4050094000,4050093300,1,107,000,-,신설로,0,0,0,30,0,0,0,0,33.625491213136,20230519,,,
445893,4050328500,4050093300,4050094000,1,107,000,-,신설로,0,0,0,30,0,0,0,0,33.625491213136,20230519,,,
445940,4060302600,4060094200,4060094300,1,107,000,-,암반수마농로,0,0,0,30,0,0,0,0,95.548845871044,20230519,,,
446060,4050263800,4050184300,4050113300,1,107,000,-,조함해안로,0,0,0,50,0,0,0,0,355.023700634431,20230519,,,
446067,4060344300,4060132100,4060131600,1,107,000,-,태위로,0,0,0,30,0,0,0,0,130.573711142462,20230519,,,
446071,4060341700,4060104000,4060103700,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,172.171680641613,20230519,,,
446076,4050266400,4050110300,4050107900,1,107,000,-,도련3길,0,0,0,50,0,0,0,0,44.070638424647,20230519,,,
446088,4060348500,4060132800,4060132900,2,107,000,-,위미중앙로,0,0,0,30,0,0,0,0,134.445415319035,20230519,,,
446101,4050292900,4050082500,4050166900,1,107,000,-,하귀동남2길,0,0,0,50,0,0,0,0,325.972272002175,20230519,,,
446102,4060349400,4060135700,4060138300,1,107,000,-,남원체육관로,0,0,0,50,0,0,0,0,1785.13024769043,20230519,,,
446125,4060291600,4060095200,4060095100,1,107,000,-,신영로,0,0,0,40,0,0,0,0,274.122565339349,20230519,,,
446128,4060324400,4060105800,4060105300,1,106,000,1135,평화로,0,0,0,50,0,0,0,0,411.451521445332,20230519,,,
446138,4060353300,4060140500,4060139500,1,107,000,-,태위로,0,0,0,40,0,0,0,0,230.172256249757,20230519,,,
446166,4060460600,4060171000,4060169600,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,557.694125703302,20230519,,,
446173,4060414600,4060110700,4060109600,2,107,000,-,신화역사로304번길,0,0,0,40,0,0,0,0,900.530206650352,20230519,,,
446220,4050219000,4050073600,4050018100,1,107,000,-,월산남2길,0,0,0,10,0,0,0,0,909.225558480539,20230519,,,
446239,4060010403,4060006903,4060006902,2,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,172.094063792512,20230519,,,
446240,4060061100,4060042100,4060004900,2,107,000,-,신서귀로,0,0,0,50,0,0,0,0,222.280960519451,20230519,,,
446241,4060016901,4060008700,4060007601,2,106,000,1131,516로,0,0,0,60,0,0,0,0,186.580803516221,20230519,,,
446242,4060021400,4060010100,4060010000,1,106,003,1115,산록남로,0,0,0,60,0,0,0,0,75.111035821259,20230519,,,
446248,4060034800,4060000101,4060019200,1,107,000,-,태평로,0,0,0,50,0,0,0,0,83.551914449108,20230519,,,
446249,4060040400,4060021600,4060022700,3,107,000,-,중문관광로110번길,0,0,0,40,0,0,0,0,324.283591595759,20230519,,,
446250,4060051701,4060024000,4060024001,1,107,000,-,천제연로,0,0,0,50,0,0,0,0,224.531962469377,20230519,,,
446251,4060056200,4060015500,4060018200,1,107,000,-,하예로,0,0,0,30,0,0,0,0,499.504195851392,20230519,,,
446252,4060068300,4060001900,4060032200,1,107,000,-,동홍서로,0,0,0,50,0,0,0,0,201.643554317374,20230519,,,
446332,4060431500,4060137700,4060138200,1,107,003,-,남한로420번길,0,0,0,50,0,0,0,0,79.231900132411,20230519,,,
446406,4060451000,4060165400,4060166200,1,107,000,-,표선관정로,0,0,0,30,0,0,0,0,397.608879383822,20230519,,,
446407,4060451700,4060141200,4060138500,1,106,000,1118,남조로,0,0,0,50,0,0,0,0,1889.65593260728,20230519,,,
446409,4060452500,4060143900,4060143200,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,123.823302517802,20230519,,,
446436,4060455800,4060169600,4060168800,2,107,000,-,표선동서로,0,0,0,40,0,0,0,0,715.853681973545,20230519,,,
446659,4060097800,4060022700,4060023900,1,107,000,-,중문관광로72번길,0,0,0,40,0,0,0,0,99.372404718857,20230519,,,
446665,4060047800,4060018600,4060017200,1,107,003,-,중문관광로,0,0,0,50,0,0,0,0,173.190425696194,20230519,,,
446666,4060059301,4060022400,4060022401,2,107,000,-,태평로,0,0,0,30,0,0,0,0,474.059609682586,20230519,,,
446667,4060070400,4060001600,4060028400,2,107,000,-,정방연로,0,0,0,50,0,0,0,0,67.28646066663,20230519,,,
446668,4060074400,4060025800,4060026200,1,107,000,-,신서로48번길,0,0,0,50,0,0,0,0,74.970904036287,20230519,,,
446671,4060099500,4060015900,4060017200,1,107,000,-,중문관광로,0,0,0,50,0,0,0,0,332.114910704541,20230519,,,
446672,4060106200,4060002800,4060030900,1,107,000,-,동홍남로82번길,0,0,0,50,0,0,0,0,58.528091143005,20230519,,,
446673,4060125000,4060049000,4060122200,1,107,000,-,산록남로1241번길,0,0,0,10,0,0,0,0,216.126867359225,20230519,,,
446674,4060134600,4060038600,4060039100,1,107,000,-,신북로,0,0,0,30,0,0,0,0,135.877949121805,20230519,,,
446767,4050072000,4050027000,4050005800,2,107,000,-,구산로,0,0,0,60,0,0,0,0,398.055496004728,20230519,,,
446768,4050088800,4050031800,4050031500,2,106,000,1136,노연로,0,0,0,50,0,0,0,0,332.252027785648,20230519,,,
446769,4050089902,4050031801,4050032100,2,106,000,1136,노연로,0,0,0,50,0,0,0,0,129.862250447313,20230519,,,
446784,4060398400,4060087900,4050118700,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,626.939561568957,20230519,,,
446847,4060529200,4060184600,4060184700,1,107,000,-,한도로,0,0,0,50,0,0,0,0,93.271690603181,20230519,,,
446858,4060529400,4060184600,4060184500,1,107,003,-,한도로,0,0,0,50,0,0,0,0,162.781985470458,20230519,,,
446922,4050477200,4050187100,4050187000,1,106,000,1112,비자림로,0,0,0,30,0,0,0,0,28.571499641483,20230519,,,
446923,4050476200,4050187300,4050189000,1,106,000,1112,비자림로,0,0,0,60,0,0,0,0,1350.37516733629,20230519,,,
446971,4050418400,4050124800,4050124200,1,107,000,-,금능남로,0,0,0,50,0,0,0,0,675.907314111593,20230519,,,
446978,4050384600,4050123900,4050124100,1,107,000,-,홍수암로,0,0,0,50,0,0,0,0,1129.68849028542,20230519,,,
446979,4050408100,4050145800,4050149600,1,107,000,-,월각로,0,0,0,50,0,0,0,0,2194.93917280615,20230519,,,
446991,4050496900,4050143400,4050143600,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,600.336315215535,20230519,,,
447070,4050339700,4050059001,4050096500,1,107,000,-,중앙로13길,0,0,0,50,0,0,0,0,101.243517564536,20230519,,,
447075,4060250500,4060081100,4060123600,1,107,000,-,하례로,0,0,0,40,0,0,0,0,879.431198249766,20230519,,,
447114,4050462200,4050165500,4050165100,1,107,000,-,평화로,0,0,0,50,0,0,0,0,57.977052377833,20230519,,,
447126,4060335800,4060129200,4060129000,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,659.157216330678,20230519,,,
447127,4050560500,4050196100,4050196300,1,107,000,-,덕평로,0,0,0,50,0,0,0,0,133.949844925673,20230519,,,
447128,4060363000,4060145200,4060144700,1,107,000,-,태위로,0,0,0,30,0,0,0,0,103.598427840427,20230519,,,
447129,4060392700,4060108000,4060108400,1,106,000,1121,녹차분재로,0,0,0,60,0,0,0,0,756.90283098678,20230519,,,
447145,4060421000,4060149200,4060148500,1,107,000,-,태신로,0,0,0,50,0,0,0,0,928.32249389062,20230519,,,
447146,4060445300,4060170700,4060169000,1,107,000,-,민속해안로,0,0,0,30,0,0,0,0,678.040353197949,20230519,,,
447152,4050340400,4050096800,4050096700,1,107,000,-,동문로8길,0,0,0,40,0,0,0,0,120.486582161166,20230519,,,
447276,4050159400,4050055400,4050052300,2,107,000,-,서광로5길,0,0,0,30,0,0,0,0,272.439121396277,20230519,,,
447277,4060010113,4060004805,4060004807,2,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,244.713608475498,20230519,,,
447278,4060008500,4060003700,4060004200,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,1060.95285711061,20230519,,,
447279,4060074000,4060022800,4060022500,2,107,000,-,김정문화로,0,0,0,30,0,0,0,0,75.867639406118,20230519,,,
447299,4050066002,4050025301,4050025300,2,107,000,-,우평로,0,0,0,50,0,0,0,0,331.715086643324,20230519,,,
447301,4050113400,4050038900,4050039000,2,107,000,-,삼무로,0,0,0,50,0,0,0,0,119.742979291451,20230519,,,
447308,4060129000,4060034400,4060033000,2,107,000,-,신서귀로97번길,0,0,0,50,0,0,0,0,138.569700715997,20230519,,,
447309,4060137001,4060002600,4060002601,1,107,000,-,호근서호로,0,0,0,30,0,0,0,0,1275.43173036886,20230519,,,
447310,4060137100,4060016700,4060014100,1,107,000,-,태평로92번길,0,0,0,30,0,0,0,0,507.957373476449,20230519,,,
447337,4050562000,4050188600,4050189900,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,1046.46972775375,20230519,,,
447346,4050102201,4050036300,4050035301,2,107,000,-,수덕로,0,0,0,50,0,0,0,0,29.795592140014,20230519,,,
447347,4050105400,4050037100,4050036400,2,107,003,-,오남로,0,0,0,50,0,0,0,0,57.764651215962,20230519,,,
447395,4060010606,4060004406,4060004403,1,107,000,-,색달로,0,0,0,30,0,0,0,0,204.943349059325,20230519,,,
447427,4050340500,4050096700,4050096800,1,107,000,-,동문로8길,0,0,0,40,0,0,0,0,120.486582160616,20230519,,,
447485,4050515000,4050173000,4050173100,2,106,000,1135,평화로,0,0,0,70,0,0,0,0,144.430818186505,20230519,,,
447583,4050377200,4050120800,4050122000,1,107,000,-,고조로,0,0,0,50,0,0,0,0,2005.7908735825,20230519,,,
447626,4050295200,4050073801,4050004300,1,107,000,-,방일4길,0,0,0,50,0,0,0,0,1823.16444936734,20230519,,,
447637,4050266900,4050110200,4050110400,1,107,000,-,-,0,0,0,50,0,0,0,0,55.213850156988,20230519,도로명없음,,
447638,4050294100,4050169500,4050172900,2,107,000,-,애조로,0,0,0,80,0,0,0,0,1909.47554626276,20230519,,,
447639,4050296500,4050084100,4050084300,1,107,000,-,월대3길,0,0,0,50,0,0,0,0,184.423311186789,20230519,,,
447754,4060205600,4060069300,4060069200,1,107,000,-,화순문화로,0,0,0,50,0,0,0,0,47.94176540626,20230519,,,
447846,4050320900,4050007100,4050091100,1,107,000,-,구남동6길,0,0,0,30,0,0,0,0,69.434939830069,20230519,,,
448057,4050035300,4050016400,4050002502,1,106,000,1139,1100로,0,0,0,60,0,0,0,0,878.418047707812,20230519,,,
448225,4050426100,4050138300,4050138100,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,192.858774772754,20230519,,,
448229,4050453100,4050144500,4050143100,1,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,969.217978771738,20230519,,,
448233,4050483400,4050158400,4050158500,1,107,000,-,소길1길,0,0,0,50,0,0,0,0,358.589352935855,20230519,,,
448239,4050518400,4050168800,4050168100,1,107,000,-,하광로,0,0,0,50,0,0,0,0,1296.84728830308,20230519,,,
448244,4050038402,4050074900,4050018500,1,107,000,-,곰방매길,0,0,0,10,0,0,0,0,594.098702696399,20230519,,,
448246,4050433200,4050159200,4050160200,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,495.696126992671,20230519,,,
448422,4060215300,4060008100,4060071300,1,107,000,-,색달중앙로,0,0,0,50,0,0,0,0,556.991477910295,20230519,,,
448686,4050102102,4050035301,4050036300,2,107,000,-,수덕로,0,0,0,50,0,0,0,0,29.771130166546,20230519,,,
448688,4050114200,4050039100,4050039200,2,107,000,-,삼무로,0,0,0,50,0,0,0,0,117.598311066393,20230519,,,
448689,4050137700,4050046000,4050046200,1,107,000,-,신성로,0,0,0,30,0,0,0,0,745.621448399633,20230519,,,
448693,4060011101,4060005500,4060005203,1,107,000,-,효돈로,0,0,0,30,0,0,0,0,165.183505837201,20230519,,,
448694,4060011302,4060005201,4060005202,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,69.170099499205,20230519,,,
448755,4050384900,4050138000,4050134700,1,106,000,1115,용금로,0,0,0,60,0,0,0,0,1512.70728512431,20230519,,,
448779,4060208000,4060069700,4060069600,1,107,000,-,화순문화로22번길,0,0,0,50,0,0,0,0,51.257946521393,20230519,,,
448799,4060310400,4060115900,4060114300,1,107,000,-,화순로,0,0,0,30,0,0,0,0,418.366528216007,20230519,,,
448849,4050373200,4050117400,4050117300,1,107,000,-,고산로,0,0,0,50,0,0,0,0,23.380283404817,20230519,,,
448920,4060461800,4060151900,4060150800,1,107,000,-,원님로,0,0,0,50,0,0,0,0,941.643606798346,20230519,,,
448945,4060254500,4060081800,4060129500,1,107,000,-,일주동로7774번길,0,0,0,50,0,0,0,0,378.301047557671,20230519,,,
448946,4060254600,4060128500,4060081800,1,107,000,-,신례로120번길,0,0,0,50,0,0,0,0,1026.11244768891,20230519,,,
448947,4060297200,4060094400,4060093900,1,107,000,-,동일하모로,0,0,0,30,0,0,0,0,292.669850842481,20230519,,,
448952,4060403800,4060108000,4060107400,2,106,000,1121,녹차분재로,0,0,0,60,0,0,0,0,1190.24989046705,20230519,,,
448954,4060480800,4060124500,4060125600,1,106,000,1131,516로,0,0,0,40,0,0,0,0,1318.80501006542,20230519,,,
448955,4060481100,4060174000,4060175000,1,107,000,-,환해장성로,0,0,0,50,0,0,0,0,1139.15877997442,20230519,,,
448995,4060087000,4060035300,4060035500,1,107,000,-,동홍서로96번길,0,0,0,50,0,0,0,0,33.99623654877,20230519,,,
449071,4060117800,4060015600,4060015700,2,107,000,-,중문관광로,0,0,0,50,0,0,0,0,73.955098072853,20230519,,,
449072,4060139901,4060006000,4060006003,1,107,000,-,현청로,0,0,0,50,0,0,0,0,92.915244034322,20230519,,,
449073,4060141606,4060031404,4060042600,1,107,000,-,홍중로,0,0,0,50,0,0,0,0,232.631890074899,20230519,,,
449205,4050039800,4050003401,4050018500,1,107,000,-,열녀길,0,0,0,10,0,0,0,0,785.54813825354,20230519,,,
449206,4050062000,4050025600,4050023900,1,107,000,-,연북로,0,0,0,50,0,0,0,0,60.087905882725,20230519,,,
449207,4050072200,4050027000,4050032300,1,107,000,-,구산로5길,0,0,0,10,0,0,0,0,327.073090035696,20230519,,,
449208,4050092300,4050032500,4050033500,1,107,000,-,연미길,0,0,0,50,0,0,0,0,319.201252844722,20230519,,,
449211,4050008202,4050003101,4050003102,1,106,000,1136,아연로,0,0,0,50,0,0,0,0,1431.00396922261,20230519,,,
449217,4060374400,4060102700,4060102500,1,107,000,-,에듀시티로,0,0,0,30,0,0,0,0,220.164840899809,20230519,,,
449220,4050131907,4050044402,4050044404,2,107,000,-,삼봉로,0,0,0,50,0,0,0,0,128.806322368253,20230519,,,
449221,4050131908,4050044404,4050044400,2,107,000,-,삼봉로,0,0,0,60,0,0,0,0,1688.78634968361,20230519,,,
449260,4050610900,4050191500,4050191800,2,107,000,-,일주동로,0,0,0,30,0,0,0,0,155.266375490947,20230519,,,
449289,4050510000,4050172700,4050172600,1,107,000,-,평화로,0,0,0,30,0,0,0,0,23.098451648731,20230519,,,
449298,4050480700,4050140400,4050135500,1,107,000,-,한림해안로,0,0,0,50,0,0,0,0,3199.0819867088,20230519,,,
449300,4050520200,4050149100,4050148100,1,107,000,-,애월로,0,0,0,50,0,0,0,0,355.804780225126,20230519,,,
449304,4050508900,4050180700,4050180900,1,107,000,-,남조로,0,0,0,10,0,0,0,0,141.583851370145,20230519,,,
449447,4060336500,4060043800,4060126600,1,107,000,-,하례로232번길,0,0,0,30,0,0,0,0,639.058344757891,20230519,,,
449452,4060310100,4060108800,4060108900,1,106,000,1121,사계로,0,0,0,50,0,0,0,0,508.864594767526,20230519,,,
449478,4060380600,4060126300,4060126100,1,107,000,-,신례중앙로,0,0,0,50,0,0,0,0,810.147807612385,20230519,,,
449485,4060402900,4060139800,4060140000,1,107,000,-,남한로,0,0,0,50,0,0,0,0,46.284997846957,20230519,,,
449502,4060481800,4060162100,4060162500,1,107,000,-,성읍민속로,0,0,0,60,0,0,0,0,133.382991480746,20230519,,,
449524,4050308200,4050087700,4050022501,1,107,000,-,광평길,0,0,0,10,0,0,0,0,123.288179477778,20230519,,,
449531,4050263100,4050108100,4050109600,1,107,000,-,도련4길,0,0,0,50,0,0,0,0,47.148240987675,20230519,,,
449573,4060261100,4060083100,4060152300,1,107,000,-,태신해안로,0,0,0,40,0,0,0,0,698.552071377278,20230519,,,
449576,4060270200,4060171000,4060085600,1,107,000,-,일주동로5661번길,0,0,0,40,0,0,0,0,1417.20288035736,20230519,,,
449580,4060329900,4060094600,4060094900,1,106,000,1120,대한로,0,0,0,60,0,0,0,0,1414.09506374172,20230519,,,
449583,4060409000,4060129300,4060129100,1,107,000,-,위미항구로,0,0,0,50,0,0,0,0,2751.52012486151,20230519,,,
449584,4060463600,4060172100,4060172000,1,107,000,-,신천로,0,0,0,50,0,0,0,0,185.771135691603,20230519,,,
449615,4050540500,4050159400,4050159100,1,106,000,1132,일주서로,0,0,1,60,0,0,0,0,133.926327037017,20230519,,,
449669,4060021900,4060010700,4060010500,2,106,000,1131,516로,0,0,0,30,0,0,0,0,220.820526768542,20230519,,,
449821,4060534401,4060186501,4060186701,2,107,000,-,-,0,0,0,30,0,0,0,0,112.843617580198,20230519,도로명없음,,
450321,4050304800,4050086200,4050085500,1,107,000,-,노형9길,0,0,0,50,0,0,0,0,55.217025914072,20230519,,,
450498,4050296600,4050084400,4050084300,1,107,000,-,월대5길,0,0,0,40,0,0,0,0,39.66196823517,20230519,,,
450527,4050267800,4050110100,4050109800,1,107,000,-,도련4길,0,0,0,50,0,0,0,0,58.795839753762,20230519,,,
450528,4050260200,4050104800,4050104700,1,107,000,-,거로남8길,0,0,0,50,0,0,0,0,225.763690115205,20230519,,,
450529,4050256000,4050078301,4050015000,1,107,000,-,동화로,0,0,0,50,0,0,0,0,194.344678927401,20230519,,,
450530,4050262300,4050106000,4050106100,1,107,000,-,봉개동길,0,0,0,30,0,0,0,0,78.505995225108,20230519,,,
450531,4050291800,4050082300,4050082100,1,107,000,-,-,0,0,0,40,0,0,0,0,157.975400961034,20230519,도로명없음,,
450797,4050150600,4050012200,4050049900,2,107,000,-,서광로2길,0,0,0,30,0,0,0,0,182.635031248613,20230519,,,
450949,4050088600,4050035000,4050031400,1,107,000,-,연동11길,0,0,0,30,0,0,0,0,225.054814545366,20230519,,,
451000,4050255800,4050110800,4050110700,1,107,000,-,도련2길,0,0,0,50,0,0,0,0,311.774791192591,20230519,,,
451001,4050275400,4050187200,4050113400,1,107,000,-,함와로,0,0,0,40,0,0,0,0,250.033350337201,20230519,,,
451011,4050313100,4050088400,4050088500,1,107,000,-,연사2길,0,0,0,30,0,0,0,0,54.563364606825,20230519,,,
451091,4050008700,4050004400,4050004100,3,106,000,1139,1100로,0,0,0,70,0,0,0,0,309.451587252419,20230519,,,
451246,4050462500,4050194700,4050193800,1,107,000,-,번영로,0,0,0,50,0,0,0,0,812.332084214303,20230519,,,
451259,4050465300,4050152200,4050151900,1,106,000,1121,애원로,0,0,0,60,0,0,0,0,579.867262405701,20230519,,,
451260,4050466800,4050181000,4050181300,1,106,003,1112,비자림로,0,0,0,60,0,0,0,0,25.495098946573,20230519,,,
451261,4050480300,4050152100,4050153500,1,107,000,-,고하상로,0,0,0,50,0,0,0,0,1881.6524990684,20230519,,,
451279,4050361500,4050155400,4050155300,1,107,000,-,신용로,0,0,0,50,0,0,0,0,93.128454301485,20230519,,,
451282,4060176601,4060061700,4060061601,2,107,000,-,예래해안로,0,0,0,50,0,0,0,0,313.867389235205,20230519,,,
451285,4060191200,4060105100,4060105300,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,480.133265132426,20230519,,,
451510,4060426900,4060139100,4060139200,1,106,000,1136,한신로,0,0,0,50,0,0,0,0,129.431082850343,20230519,,,
451713,4050488700,4050149900,4050149400,1,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,592.856843612677,20230519,,,
451795,4050041306,4050018503,4050018502,1,107,000,-,곰방매길,0,0,0,30,0,0,0,0,213.275903273031,20230519,,,
451906,4050376000,4050125600,4050125500,1,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,350.047671248609,20230519,,,
452005,4050566000,4050190300,4050190600,1,106,000,1136,중산간동로,0,0,0,40,0,0,0,0,412.89522818567,20230519,,,
452040,4060219300,4060072900,4060073000,1,107,000,-,법화로10번길,0,0,0,40,0,0,0,0,180.99602738336,20230519,,,
452041,4060219200,4060073000,4060072900,1,107,000,-,법화로10번길,0,0,0,40,0,0,0,0,183.104256025547,20230519,,,
452237,4050442900,4050164100,4050162300,1,106,000,1135,평화로,0,0,1,50,0,0,0,0,1058.17760223038,20230519,,,
452412,4050615300,4050195400,4050195500,1,107,000,-,김녕로,0,0,0,50,0,0,0,0,113.290822814564,20230519,,,
452448,4050384700,4050124100,4050123900,1,107,000,-,홍수암로,0,0,0,50,0,0,0,0,1139.15322452521,20230519,,,
452449,4050389100,4050153400,4060121500,1,107,000,-,화전길,0,0,0,50,0,0,0,0,2594.35608953131,20230519,,,
452450,4050389700,4050145300,4050145500,1,106,000,1115,한창로,0,0,0,30,0,0,0,0,103.775586601823,20230519,,,
452451,4050399600,4050141300,4050141500,1,106,000,1136,중산간서로,0,0,0,30,0,0,0,0,129.024768343654,20230519,,,
452453,4050396800,4050153100,4050153000,1,107,000,-,월각로,0,0,0,50,0,0,0,0,32.20136093739,20230519,,,
452454,4050405600,4050121000,4050120700,1,107,000,-,판포4길,0,0,0,10,0,0,0,0,652.569594080696,20230519,,,
452455,4050406700,4050155000,4050154800,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,41.001504401699,20230519,,,
452456,4050410100,4050138200,4050139200,1,107,000,-,명월로,0,0,0,50,0,0,0,0,667.79869648245,20230519,,,
452461,4050453800,4050164100,4050164500,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,156.690890039085,20230519,,,
452465,4050487800,4050158500,4050158900,1,107,000,-,광상로,0,0,0,60,0,0,0,0,236.315406548222,20230519,,,
452466,4050490200,4050163500,4050161600,1,107,000,-,광상로,0,0,0,60,0,0,0,0,932.290306778399,20230519,,,
452584,4050556400,4050199900,4050201100,1,106,000,1112,비자림로,0,0,0,60,0,0,0,0,4569.90934423239,20230519,,,
452636,4060414100,4060137400,4060137300,1,107,000,-,남한로,0,0,0,50,0,0,0,0,230.812093528767,20230519,,,
452733,4060011706,4060006705,4060006702,2,106,000,1136,중산간서로,0,0,0,30,0,0,0,0,258.770099005208,20230519,,,
452789,4060369500,4060009101,4060122900,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,654.367694111525,20230519,,,
452812,4060308400,4060090300,4060090100,1,107,000,-,전세비로,0,0,0,50,0,0,0,0,1250.27760609185,20230519,,,
452813,4060311300,4060103100,4060103300,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,189.735675629811,20230519,,,
452814,4060368100,4060087700,4060087600,1,107,000,-,도원중로,0,0,0,50,0,0,0,0,333.419822991405,20230519,,,
452821,4060419700,4060156700,4060156300,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,371.015126596009,20230519,,,
452822,4060422500,4060117500,4060117200,1,107,000,-,동광로,0,0,0,30,0,0,0,0,401.678393285797,20230519,,,
452913,4050450500,4050132000,4050131900,2,107,000,-,한림해안로,0,0,0,50,0,0,0,0,96.498563129167,20230519,,,
453091,4060303600,4060109500,4060109700,1,107,000,-,사계로114번길,0,0,0,50,0,0,0,0,340.250036695013,20230519,,,
453197,4050568400,4050188700,4050188100,1,107,000,-,북선로,0,0,0,50,0,0,0,0,2092.85995676812,20230519,,,
453441,4050210902,4050068801,4050068800,1,107,000,-,진동로,0,0,0,30,0,0,0,0,216.146603023164,20230519,,,
453442,4050211300,4050069100,4050069700,1,107,000,-,선사로4길,0,0,0,30,0,0,0,0,389.495406359372,20230519,,,
453443,4050211600,4050069700,4050069200,1,107,000,-,원당로5길,0,0,0,30,0,0,0,0,170.783343412376,20230519,,,
453460,4050211700,4050069200,4050070200,1,107,000,-,원당로,0,0,0,30,0,0,0,0,464.975137958856,20230519,,,
453493,4050212400,4050069900,4050069400,1,107,000,-,벌랑6길,0,0,0,50,0,0,0,0,461.669909173882,20230519,,,
453494,4050213100,4050069700,4050069800,1,107,000,-,원당로5길,0,0,0,30,0,0,0,0,129.46318059454,20230519,,,
453495,4050213200,4050069800,4050069700,1,107,000,-,원당로5길,0,0,0,30,0,0,0,0,127.069236221408,20230519,,,
453501,4050229000,4050078200,4050064000,1,107,000,-,엑스포로,0,0,0,30,0,0,0,0,373.615153881775,20230519,,,
453506,4050213901,4050070000,4050070001,1,107,000,-,서흘1길,0,0,0,50,0,0,0,0,296.057376049363,20230519,,,
453507,4050232700,4050079800,4050079700,2,107,000,-,화삼북로,0,0,0,50,0,0,0,0,229.88006114145,20230519,,,
